topic,rank,representativeness_score,keywords,country,doc_id,heading_context,bertopic_text,original_text
2,1,0.4957733582752298,"literacy, guidance, framework, educator, toolkit, leader, guide, equitable, integration, integrate, ethical, ospi",usa,policy_guidetoaiinschools,Implications,implication common sense medium risk assessment assistant common sense medium assistant powerful productivity assistant proper oversight build curriculum experience educator evaluate output clear prevent invisible undermine quality guidance guidance summary link guidance extent child barrier help achieve strong body research evidence cautious literacy framework council framework defines dimension literacy literacy literacy adapt discipline jurisdiction american psychological association effect nuanced complex good bad factor design feature train context project inappropriate help peer propose ,"Implications [Common Sense Media AI Risk Assessment: AI Teacher Assistants from Common Sense Media](https://www.commonsensemedia.org/sites/default/files/featured-content/files/csm-ai-risk-assessment-ai-teacher-assistants-final.pdf)

' AI teacher assistants can be powerful productivity assistants when used with proper oversight and built on high-quality curricula, but they require experienced educators to evaluate outputs and clear district policies to prevent them from becoming 'invisible influencers' that undermine learning quality. '

StateAlGuidanceforKl2Schools

26 states [and Puerto ltice] now/hove officioli guidonce er pollcy en the use ot Aerin it2 schools. wie've compiled them in this handy resource which. ncludes summories gnd inis to the ful guidanoefor eoch

[State AI Guidance for K12 Schools from AI for Education](https://www.aiforeducation.io/ai-resources/state-ai-guidance)

'26 states (and Puerto Rico) now have official guidance or policy on the use of AI in K12 schools. "
2,2,0.4531850180670114,"literacy, guidance, framework, educator, toolkit, leader, guide, equitable, integration, integrate, ethical, ospi",usa,policy_k_12_artificial_intelligence_ai_use_guidelines,Anchor Standards:,anchor standard guideline collaborative journey northport guideline represent comprehensive span year begin december think bring educator administrator specialist explore implication thoughtful progress phase research initial think conduct extensive research deep staff survey assess educator readiness crucial baseline guideline selection framework fall evaluate research analyze element northport unique culminate formal guideline engagement guideline review engagement conduct initial review revision administrative council unite northport academy finance group business community perspective feed,"Anchor Standards: Development of the K-12 AI Use Guidelines: A Collaborative Journey

The development of Northport-East Northport's K-12 AI Use Guidelines represents a comprehensive, community-driven process that spanned over a year. The initiative began in December 2023 with the formation of a District AI Think Tank, bringing together educators, administrators, and technology specialists to explore AI's educational implications. This thoughtful approach progressed through several key phases:

Research and Initial Development (Winter-Spring 2024)

The District AI Think Tank conducted extensive research and engaged in deep discussions about AI's role in education. A district-wide staff survey assessed educator readiness and comfort with AI technologies, providing crucial baseline data for guideline development and tool selection.

Policy Framework Development (Fall 2024)

The District Technology Committee evaluated research findings and analyzed policy examples from other districts, ide"
2,3,0.4369493565174086,"literacy, guidance, framework, educator, toolkit, leader, guide, equitable, integration, integrate, ethical, ospi",usa,policy_ai_guidance,SUPPLEMENTAL RESOURCES,supplemental deeper additional reflection discus unknowns place remain responsive rapid capability risk discuss feedback gather adapt strategy time place collect insight staff community supplemental framework ilo group practical guide outline integration risk profile examples strategy ethical scalable adoption task force outline guide principle ethical equitable draw educator insight research address teach disability privacy educator agency commonsense guardrail advance guide outline core value guide ethical safety educator autonomy sustainability actionable strategy examples collective recomm,"SUPPLEMENTAL RESOURCES GOING DEEPER: ADDITIONAL QUESTIONS FOR REFLECTION

- Discuss how your district prepares for the unknowns. What systems are in place to remain responsive to rapid changes in AI tools, capabilities, and risks? - Discuss how feedback is gathered and used to adapt your AI strategy over time. What mechanisms are in place for collecting insights from students, staff, and community members?

SUPPLEMENTAL RESOURCES

Framework for Implementing Artificial Intelligence (AI) in K-12 Education (ILO Group) : A practical guide outlining district-wide and department-specific considerations for AI integration, including risk profiles, implementation examples, and strategies for ethical, scalable adoption. Report of the NEA Task Force on Artificial Intelligence in Education : This report outlines five guiding principles for the ethical, equitable, and effective use of AI in education. Drawing on educator insights and research, it addresses AI's impact on teaching, learning, disabi"
2,4,0.42256307549132033,"literacy, guidance, framework, educator, toolkit, leader, guide, equitable, integration, integrate, ethical, ospi",usa,policy_four_states_guiding_principles_for_ai_in_education_2,[Human-Centered AI: Guidance for K-12 Public Schools](https://ospi.k12.wa.us/sites/default/files/2024-01/human-centered-ai-guidance-k-12-public-schools.pdf),guidance public instructional note efficiently instructional basis topic pedagogical individualize instruction chatgpt differentiate instructional grade introduce literacy skill strategies literacy strategy virtual assistant ability automate task staff regard serve virtual research assistant additional time educator build relationship direct small group instruction feedback assignment guidance ability research discovery skill central aspect literacy educator prioritize research skill strong additionally old encourage research college career career option likely continue career incorporate scie,"[Human-Centered AI: Guidance for K-12 Public Schools](https://ospi.k12.wa.us/sites/default/files/2024-01/human-centered-ai-guidance-k-12-public-schools.pdf) Instructional Support:

The report notes that 'Generative AI can be used by teachers to efficiently find instructional resources on the basis of specific topic areas as well as pedagogical approaches to provide individualized instruction. This includes using a program like ChatGPT to differentiate instructional resources by student grade level.'

Introduce students to digital literacy skills with these 5 strategies

[5 AI Literacy Strategies](https://go.panoramaed.com/hubfs/5%20Strategies-%20Teaching%20AI%20%20Literacy%20to%20Students%20(4).pdf)

[Download Here](https://go.panoramaed.com/hubfs/5%20Strategies-%20Teaching%20AI%20%20Literacy%20to%20Students%20(4).pdf)

Virtual Assistant:

One of the key benefits of AI in the classroom is its ability to automate certain tasks for teachers and staff. In this regard, generative AI can se"
2,5,0.4159571969403423,"literacy, guidance, framework, educator, toolkit, leader, guide, equitable, integration, integrate, ethical, ospi",usa,policy_guidance_for_ai_policy_development,Guiding Principles,guide principle guidance team person decision organization surround guidance team determine trajectory organization team team representative follow group parent legal administrative team content special curriculum instructional leader tech leader stage address immediate risk undermine come year stage facilitate organizational small strategic investment harness individual educator excite stage potential scale librarian local college representative board list exhaustive team necessary guide principle follow guide principle guide team purpose ethically responsibly collaborative effort help achiev,"Guiding Principles Guidance Team

No one person should have to make the decisions for their organization surrounding AI by themselves. A guidance team or committee should assist in determining the trajectory of AI implementation for your organization.

Team Members

Who should be on your team? Who are your stakeholders? Representatives may include members from the following stakeholder groups:

- Parents. - Human Resources. - Legal. - Administrative Team. - Teachers of all content areas, including CTE and Special Education. - Curriculum/Instructional Leaders. - IT/ED Tech Leaders.

STAGE 1

Create policy to address the immediate risks so that AI does not undermine learning during the coming year.

STAGE 2

Facilitate organizational learning by making a small but strategic investment in harnessing the individual learning of the many educators already excited about AI.

STAGE 3

Identify areas for improvements and effective transformations with potential to scale to support the education"
3,1,0.34702585351252485,"english, write, think, thing, class, high, know, assignment, time, alec, kind, midwest",usa,policy_guidetoaiinschools,CASE STUDIES How to Create an AI Policy,study meredith dutra northeast partner instructional leader people emotional particular topic know facilitate conversation people versus problem build common consistent language realize term cheat plagiarism come allow high principal supportive time faculty meeting structure conversation center core value teach discipline help strong directly core value group leader vocabulary list share large language write study help facilitate conversation draw line survey feeling capability research statement guideline collaborative determine ultimately guide principle yes revise meaningful believe step cl,"CASE STUDIES How to Create an AI Policy

Meredith Dutra, a technology integrator from the Northeast, described the process of establishing an AI policy, working with a partner in a previous role as instructional technology leader:

'People were feeling really anxious and emotional about this particular topic, which was understandable. As the technology integrator, I knew my role was not to be a cheerleader for the tool. My goal was to facilitate cross-discipline conversations so people wouldn't see this as a humanities versus STEAM problem. We also wanted to build a common understanding of what generative AI is and create consistent language to support our students. We realized that terms like 'cheating' or 'plagiarism' weren't resonating with students when it came to this new technology, and students were unsure of what they were and were not allowed to do. Our high school principal was very supportive, giving us dedicated time during faculty meetings. We structured the conversations "
3,2,0.3201817301789072,"english, write, think, thing, class, high, know, assignment, time, alec, kind, midwest",usa,policy_ai_report_us_gov,Insight: Using AI to Improve Teaching Jobs,insight improve teach job job teach complex decision day participate interaction fellow administrative function community expect interact family caregiver efficiently predict class think novel think easy everyday task request receive event music hear music speak hear play likewise map journey study map phone let choose option reach notice easily learn journey thing easy adapt strength hour week spend half time direct interaction composition hour number hour,"Insight: Using AI to Improve Teaching Jobs

The job of teaching is notoriously complex, with teachers making thousands of decisions each day. Teachers participate in classroom processes, in interactions with students beyond classrooms, in work with fellow teachers, and in administrative functions. They also are part of their communities and thus are expected to interact with families and caregivers. If the teacher is able to efficiently predict and understand the range of other answers given by students in the class, it becomes possible to think creatively about the novel answer and figure how and why the student might have generated it. 35

We think about how much easier some everyday tasks have become. We can request and receive alerts and notifications about events. Selecting music that we want to hear used to be a multistep process (even with digital music), and now we can speak the name of a song we want to hear, and it plays. Likewise, mapping a journey used to require a cumberso"
3,3,0.31144086260197856,"english, write, think, thing, class, high, know, assignment, time, alec, kind, midwest",usa,policy_generative_artificial_intelligence_ai_in_k_12_classrooms_v2,What are the equity implications of generative AI in K-12 classrooms?,equity implication classrooms plagiarism rethink assignment clear standard skill address problem solve analyze synthesize share think embed formative assessment order deep sense write time time suggest educator plagiarism detector research write fact plagiarism detector recently english write native english writing bias strong expectation sure discuss potential risk inaccurate bias medium literacy curriculum risk ode guidance help effort share write discuss strategy integrate addition turn outline write equally valuable product helpful strong writer look write think follow determine potentiall,"What are the equity implications of generative AI in K-12 classrooms?

Plagiarism | ▪ Rethink assignments and be clear on what standards/skills are being addressed. ▪ Create more opportunities for students to problem solve, analyze and synthesize and share their thinking within the classroom. ▪ Embed formative assessment throughout, in order to get a deeper sense of students' writing over time. |
| NEW | ▪ At this time, we suggest that educators not use AI-based plagiarism detectors. Research has shown that they often incorrectly report that a student's writing was generated by AI. In fact, AI-based plagiarism detectors have recently been reported to incorrectly identify non-native English writing as AI-generated more often than native English writing, which is one of several ways in which genAI tools have shown bias since their inception. ▪ Develop strong policies and student expectations about when and how generative AI can be used in the classroom. Be sure to discuss the potential r"
3,4,0.2968460431905948,"english, write, think, thing, class, high, know, assignment, time, alec, kind, midwest",usa,policy_guidetoaiinschools,Personalized/ Differentiated Learning,personalize screen time negative attention span john english community thing worry attention span phone thing contribute decrease attention span content know people second half video attention span short potential improve share critical thinking ray salazar english chicago public writer think sense good teaching decision believe judgment think alec elementary rise guess maybe higher think lower thinking farm feedback fall english high san francisco writing sure suggestion learn mistake avoid science midwest write piece code minute idea let error truly kind assistance personalize differentiate ,"Personalized/ Differentiated Learning Excessive screen time has a negative impact on students' attention span.

Sara St. John (English teacher, Winterset Community Schools): 'One of the things I worry about is attention span. Phones are one of those things that have contributed to a decrease in attention span. [Content creators] know that people will only give them about a second and a half before they're scrolling to the next [video]. And so our attention span has become so short. '

Teacher Perspectives: AI Has the Potential to Improve Student Learning

Some teachers shared ways in which AI might promote student learning.

Critical Thinking

Ray Salazar (English teacher, Chicago Public Schools, and writer): 'In the 21st century, there are opportunities for us to use technologies in ways that can make us think. So in that sense, it's good because it's teaching them to make decisions, to believe in their own judgment.'

Higher-Order Thinking

Alec Jensen (teacher, Abraham Lincoln Eleme"
3,5,0.29649992840258615,"english, write, think, thing, class, high, know, assignment, time, alec, kind, midwest",usa,policy_guidetoaiinschools,Teacher Perspectives,ethical principle hear raise ethical cheat age environmental university analyze ethic guideline statement principle list principle organize talk ethical dilemma transparency generate output clear output determine disclose note user explain output research suggest explanation accurate tell determine output disclose grade paper transparent fact run write assessment monica marino english instructor justice fairness discriminate inclusive equitable accessible harm user responsibility legal form accountability clarify privacy user private secure user context uphold legal ethical obligation harm res,"Teacher Perspectives Ethical Principles Related to the Use of AI in K-12 Education

We heard from teachers that AI tools raise a lot of ethical issues: What constitutes cheating in the age of AI? What about the environmental impacts? Scholars from the University of Alberta analyzed ethics guideline statements for the use of AI in schools and identified the principles listed below [5], [6]. We use these principles to organize how teachers talk about these ethical dilemmas.

Transparency

when an AI tool generates output, it should be clear how the output was determined; when a human uses AI, the use should be disclosed

Note: While it is sometimes possible for the user to ask the tool to explain its output, research suggests that these explanations may not be accurate[7]

Key Questions

Can we tell how an AI tool determined its output? Do we disclose when we have used AI (e.g., to grade a paper)?

Teacher Perspectives

'I am really transparent with my students about the fact that I run "
4,1,0.3796556814209214,"staff, trust, pupils, academic, integrity, guideline, acceptable, responsible, protection, approve, safeguard, affiliate",usa,policy_guidetoaiinschools,Unexpected AI Additions to Software,unexpected addition likely misuse write essay english class complete lab science class current academic integrity adequately address adjustment current privacy adequately address adjustment prepared respond add concerned clear adjustment clear begin kind acceptable clear adjustment clear choose list approve address academic integrity violation negatively relationships best address environmental privacy concern procedure opt adequately communicate parent guardian research effectiveness publish,"Unexpected AI Additions to Software

more likely to be misused by a student writing an essay in an English class than by a student completing a lab report for a science class)? - [ ] F Does our current academic integrity policy adequately address the use of AI, or do we need to make adjustments? - [ ] F Does our current student data privacy policy adequately address the AI tools that we are using or might use in the future, or do we need to make adjustments? - [ ] F Are we prepared to respond if AI tools are suddenly added to software that we have been using? Which software do we need to be most concerned about? - [ ] F Do we have a clear policy on when and how teachers may use AI, or do we need to make adjustments? Are teachers clear about the policy? (Consider using 'How Are Teachers Using AI?' in chapter 6 to begin a discussion about what kinds of teacher AI use are or are not acceptable.)

- [ ] F Do we have a clear policy on when and how students may use AI, or do we need to make "
4,2,0.31841751164574483,"staff, trust, pupils, academic, integrity, guideline, acceptable, responsible, protection, approve, safeguard, affiliate",usa,policy_ai_policy_april_2025_v2,Responsible Use by Teachers,responsible expect responsible ethical integration manner enhances teach compromise academic integrity strive inspire creativity thinking direct content creation discretion aligns trust objective ethical standard idea output incorrect lack sound pedagogical function responsible idea compliant teach guidance strategy subject good start point help design comprehension review carefully fact check material simplify language material generally introduce concept strategy carefully check feedback pupils sole method check respond aid responsive teach write write efficient responsible accurate prompt p,"Responsible Use by Teachers

Teachers are expected to model responsible and ethical use of generative AI technologies. This includes the appropriate integration of these technologies into their lessons, in a manner that enhances teaching and learning, without compromising academic integrity. Moreover, teachers should strive to use these tools to inspire creativity and original thinking among pupils, rather than for direct content creation. Teachers' discretion is key in ensuring that the use of generative AI aligns with our Trust's educational objectives and ethical standards. | Use by teacher | Considerations |
|----------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
4,3,0.25847163050006416,"staff, trust, pupils, academic, integrity, guideline, acceptable, responsible, protection, approve, safeguard, affiliate",usa,policy_k_12_artificial_intelligence_ai_use_guidelines,Student Learning,bully harassment medium bully harassment form intimidation prohibit user expect employ solely purpose value inclusivity academic integrity time overreliance decrease discretion oversight nuance context clarify expect review output plagiarism cheat staff copy source prior approval adequate documentation submit staff teach properly cite acknowledge applicable clear complete assignment assignment reduce plagiarism personal context argument collection exist procedure potential violation plagiarism follow code conduct unequal assignment permit outside,"Student Learning

- Bullying/harassment: Using AI tools to manipulate media to impersonate others for bullying, harassment, or any form of intimidation is strictly prohibited. All users are expected to employ these tools solely for educational purposes, upholding values of respect, inclusivity, and academic integrity at all times. - Overreliance: Dependence on AI tools can decrease human discretion and oversight. Important nuances and context can be overlooked and accepted. Teachers will clarify if, when, and how AI tools should be used in their classrooms, and teachers and students are expected to review outputs generated by AI before use. - Plagiarism and cheating: Students and staff should not copy from any source, including generative AI, without prior approval and adequate documentation. Students should not submit AI-generated work as their original work. Staff and students will be taught how to properly cite or acknowledge the use of AI where applicable. Teachers will be clear ab"
4,4,0.24987677412463577,"staff, trust, pupils, academic, integrity, guideline, acceptable, responsible, protection, approve, safeguard, affiliate",usa,policy_k_12_artificial_intelligence_ai_use_guidelines,Understanding the Guidelines:,guideline think guideline roadmap community design help navigate landscape heart guideline thoughtfully responsibly crucial judgment expertise journey begin elementary carefully supervise exposure progress middle independent guide culminate high increasingly autonomous college career preparation progression learn ethically remain central active guide guideline emphasize teach reduce administrative burden educator judge content appropriateness accuracy professional expertise guide integrate serf direct guideline address practical concern safety privacy specify approve proper privacy agreement c,"Understanding the Guidelines:

Think of these AI guidelines as a roadmap for our educational community, designed to help everyone navigate the new landscape of artificial intelligence in schools. At their heart, these guidelines are about using AI thoughtfully and responsibly to enhance learning while maintaining the crucial role of human judgment and expertise. For students, the journey begins in elementary school with carefully supervised exposure to AI tools, progressing through middle school with more independent but guided use, and culminating in high school with increasingly autonomous application for college and career preparation. Throughout this progression, students learn not just how to use AI, but how to use it ethically and effectively. Teachers remain central to this process as active guides and evaluators. The guidelines emphasize that while AI can support teaching and reduce administrative burden, educators are the ultimate judges of AI-generated content's appropriatene"
4,5,0.2494358059386364,"staff, trust, pupils, academic, integrity, guideline, acceptable, responsible, protection, approve, safeguard, affiliate",usa,policy_guidance_for_ai_policy_development,Integrity,integrity necessary address plagiarism risk academic integrity offer staff emphasize fundamental value academic integrity honesty trust fairness responsibility help staff quickly claim critically analyze output limitation unique value authentic personal creation address follow guidance academic integrity plagiarism proper attribution offer professional educator commonly adaptation assignment assessment clear guidance usage properly importance voice perspective know properly account cite usage transparent manner know review evaluate accuracy recognize potential bias address guidance ethical off,"Integrity

While it is necessary to address plagiarism and other risks to academic integrity, AI simultaneously offers staff and students an opportunity to emphasize the fundamental values that underpin academic integrity with honesty, trust, fairness, respect, and responsibility. For example, AI tools can help staff and students quickly cross-reference information and claims, though they must still critically analyze the output. AI's

|

limitations can also showcase the unique value of authentic, personal creation. Questions that need to be addressed include the following:

- Does our guidance sufficiently cover academic integrity, plagiarism, and proper attribution issues when using AI technologies? - Do we offer professional development for educators to use commonly available AI technologies to support the adaptation of assignments and assessments? - Do students have clear guidance for AI usage, using it properly to bolster learning, and understanding the importance of their voice "
