topic,rank,representativeness_score,keywords,country,doc_id,heading_context,bertopic_text,original_text
2,1,0.1481036051599536,"staff, privacy, academic, integrity, responsible, content, security, personal, bias, assessment, guideline, plagiarism",ireland,policy_using_generative_ai,Acceptable usage policy,acceptable usage dimension professional setting acceptable usage harness capability responsible manner address concern customer regulator staff start motivate business outline adopt safely responsibly indicate exist regulation handle protection regulation exist train violation reporting mechanism element reinforce oversight aspect manage audit review update point contact relation address concern solution business opt adopt economic decision business choose review term condition advance business requirement dialogue potential provider professional capacity potential solution provider protection,"Acceptable usage policy

Another dimension of generative AI regarding its use within a professional setting is establishing an acceptable usage policy for any organisation wanting to harness its capabilities in a responsible manner. Any such policy needs to address the concerns of different organisational stakeholders such as customers, regulators, and staff starting with why, i.e. motivate the business case for its use. It must also outline how any AI system adopted will be used safely, securely, and responsibly as well as how it will not be used. The policy should indicate how it chimes with existing regulation, e.g. data handling in conjunction with the General Data Protection Regulation within the EU, as well as existing policies within the organisation. Training for appropriate use and establishing a violation reporting mechanism is another important element of such a policy as is reinforcing the 'human-in-the-loop' oversight aspect by identifying who will manage, audit, review, a"
2,2,0.11167764369647096,"staff, privacy, academic, integrity, responsible, content, security, personal, bias, assessment, guideline, plagiarism",usa,policy_ai_policy_april_2025_v2,Senior Leadership Team,senior leadership team senior leadership team hold responsibility oversight body align objective legal obligation ethical standard guarantee financial allocate facilitate safe usage senior leadership team responsible culture value responsible usage balance innovation ethical collaboratively pupils expert adhere lay team responsible address concern bring attention community,"Senior Leadership Team

The Senior Leadership Teams hold the ultimate responsibility for the implementation and oversight of this policy. The body ensures that each school's use of generative AI aligns with its educational objectives, legal obligations, and ethical standards. It will also guarantee that reasonable human and financial resources are allocated to facilitate safe and effective AI usage, where reasonable to do so. The Senior Leadership Team is also responsible for promoting an organisational culture that values responsible AI usage, maintaining a balance between innovation and ethical considerations. They will work collaboratively with teachers, pupils, and experts, ensuring that all AI processes adhere to the laid down policy. The team will also be responsible for addressing any concerns related to the use of generative AI brought to their attention by any member of the school community."
2,3,0.08323623519772025,"staff, privacy, academic, integrity, responsible, content, security, personal, bias, assessment, guideline, plagiarism",usa,policy_k_12_artificial_intelligence_ai_use_guidelines,Approved Usage Framework,approve usage framework core principle purpose improve effectiveness ethical evaluate bias ethical concern safety privacy share personally identifiable consumer transparency literacy staff academic integrity user properly cite assistance honesty submission elementary supervise introduction parental oversight middle guide independent focus responsible high autonomous emphasize college career readiness approve usage framework guideline privacy agreement permit occur guidance direction proper assistance educator judge content professional expertise evaluate output responsibility instruction asses,"Approved Usage Framework Core Principles

- Educational Purpose: AI tools support district goals of improving student learning and teacher effectiveness
- Ethical Use: Systems are evaluated for biases and ethical concerns
- Safety and Privacy: No sharing of personally identifiable information with consumer AI systems
- Transparency: Promotes AI literacy among students and staff
- Academic Integrity: Users must properly cite AI assistance and maintain honesty in work submission

Grade-Level Implementation

- Elementary (K-5): Supervised introduction to AI with parental oversight
- Middle School (6-8): Guided independent use focusing on responsible practices
- High School (9-12): More autonomous use emphasizing college/career readiness

Approved Usage Framework

1. Student Guidelines:
- Only district-approved AI systems with data privacy agreements permitted
- AI use occur within teacher guidance and direction
- Proper citation required for AI assistance
2. Teacher Role:
- Educators are "
2,4,0.08317811868190353,"staff, privacy, academic, integrity, responsible, content, security, personal, bias, assessment, guideline, plagiarism",australia,policy_generative_artificial_intelligence_guidelines,4.2. Guidelines for using artificial intelligence in SACE assessments,guideline assessment investigation consistent fair transparent response claim inappropriate assessment align breach rule procedure board cohort investigation inappropriate usage clarify inappropriate usage investigate parent determine step guideline assessment training deliver partnership board study follow guideline assessment follow help requirement board guideline supervision verification procedure breach rule board board determine assessment research source aware comply guideline prevention detection investigation breach academic integrity apply assessment assistance,"4.2. Guidelines for using artificial intelligence in SACE assessments 4.1.3. Investigation

Schools should enact a process to ensure a consistent, fair and transparent response to claims of inappropriate use of generative AI tools in assessments. This school process should consider or align to the Breach of rules procedures of the SACE Board as appropriate for the school cohort. The school investigation process should also document the inappropriate usage, clarify how inappropriate usage will be investigated and work with students and their parents to determine next steps.

4.2. Guidelines for using artificial intelligence in SACE assessments

The NT Certificate of Education and Training (NTCET) qualification is delivered in partnership with the SACE Board. Students studying the NTCET must follow the Guidelines for using Artificial intelligence in SACE assessments. The following resources will help schools understand SACE requirements:

- The SACE Board Guidelines for Referencing. - SA"
2,5,0.08263128294208659,"staff, privacy, academic, integrity, responsible, content, security, personal, bias, assessment, guideline, plagiarism",usa,policy_ai_guidance,KEY QUESTIONS FOR DISTRICT TEAMS TO DISCUSS,team discuss prompt guide team legal responsibility align legal protection discuss identifies apply govern idea interpret context responsible compliance potential source local legal fall outside knowledge base legal compliance lead group audit privacy accessibility team place lead review contract procurement address risk responsibility consult legal factor unique raise additional concern legal age limitation usage transparency bias write agreement,"KEY QUESTIONS FOR DISTRICT TEAMS TO DISCUSS

Consider the prompts below to guide your team's discussion of legal responsibilities, and to identify specific practices that align with legal protections related to AI use in education. - Discuss how your district identifies and applies the laws that govern AI use, including FERPA, COPPA, PPRA, IDEA, Section 504, ADA, CIPA, and relevant Massachusetts laws. How are these laws interpreted in the context of AI tools, and who is responsible for ensuring compliance? Identify a potential source of local legal counsel for issues that may fall outside the knowledge base of the AI legal compliance lead or cross-departmental working group. - Describe how your district audits AI tools, data systems, and third-party platforms for privacy, accessibility, and data-sharing practices. What processes or teams are in place to lead these reviews? - Describe how your vendor contracts and procurement processes address AI-specific risks and responsibilities. Con"
3,1,0.11827575307997758,"usage, outils, cadre, données, pédagogique, numérique, pédagogiques, établissements, utilisation, déploiement, enjeux, académique",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,2.1.2.2 Des risques réels nécessitant un accompagnement pédagogique fort,risques accompagnement fort risques accompagnement fort travail pratiques action association public peu voir construction processus society cognitive offload critical thinking january lee critical thinking reduction cognitive effort confidence effect survey knowledge worker biais trop grande enseigner projet ocde skill renforcement travail humaines skill capability research innovation paris pédagogique pédagogique système éducatif pédagogiques données première dès février réponses ministère utilisée tâches systèmes ère compétences conséquences compétences évaluer compétences compétences,"Des risques réels nécessitant un accompagnement pédagogique fort 2.1.2.2 Des risques réels nécessitant un accompagnement pédagogique fort

2.2.2) mais aussi écologiques (au vu de la consommation énergétique des IA) qui vont à l'encontre des valeurs au cœur du système éducatif et ont pour corollaire une 21 Document de travail n°2021.S04 de la DEPP « Pratiques pédagogiques : que nous apprennent les données de la DEPP ? ». 22 À l'issue du Sommet pour l'action sur l'IA en amont duquel Mme la Première ministre a annoncé une formation obligatoire à l'I A en 4 e et en 2 de dès la rent rée 2025, l'Association des professeurs de philosophie de l'enseignement public (Appep) a publié un communiqué le 24 février 2025 intitulé « Prompter n'est pas penser » dénonçant un « hymne à l'intelligence artificielle » et des réponses 'précipitées' et 'peu convaincantes' de la part du ministère. Voir https://www.appep.net/prompter-nest-pas-penser

23 Terminologie utilisée pour désigner une tendance à déléguer"
3,2,0.08825975993120214,"usage, outils, cadre, données, pédagogique, numérique, pédagogiques, établissements, utilisation, déploiement, enjeux, académique",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,Une appropriation empirique de l'IA pour comprendre son fonctionnement,appropriation comprendre fonctionnement observation jusqu voir comprendre cadre utilisation instruction bien face enjeux technique pilotage fortement place rgpd innovation jusqu innovation nuance entre deux situation terrain instruction permet instruction certains toutefois comprendre certains enseignements celui cycle ailleurs objectifs lien lycée données éthiques académique écriture génération,"Une appropriation empirique de l'IA pour comprendre son fonctionnement

Les observations, du primaire jusqu'au lycée , ont donné à voir des enseignants soucieux, à des degrés divers, de faire comprendre aux élèves le cadre de foncti onnement et une utilisation pertinente de l' IA, principalement générative, par les élèves :

- -comment se connecter à une IA et à laquelle ? - -comment concevoir une instruction générative ? - -comment dialoguer avec une IA ? - -comment protéger ses données en utilisant l'IA ? Les enseignants, bien souvent démunis eux-mêmes face aux incertitudes des enjeux techniques et éthiques de l'IA, avancent prudemment et s'autocensurent facilement. Le pilotage académique influe fortement sur la place que donnent les enseignants au RGPD , allant de l'ignorance au profit de l'innovation jusqu'à l'inhibition de l'innovation par prudence, avec toutes les nuances possibles entre les deux. Les situations les plus observées sur le terrain concernent l'apprentissage de l'éc"
3,3,0.0873825248288694,"usage, outils, cadre, données, pédagogique, numérique, pédagogiques, établissements, utilisation, déploiement, enjeux, académique",france,policy_l_intelligence_artificielle_en_ducation_cadre_d_usage_et_de_confiance,"P/T — Style, format, mots-clés, étapes",style format gestes professionnels incubateur prompt prompt situation prompt contexte prompt contexte discipline domaine contexte professionnel tel cadre action cadre lequel agit tel doivent face objectifs public niveau action objectifs niveau action tel niveau tel enseigner tel point demande clairement demande produire situation style format forme langage utiliser sous forme produire langage tel niveau production besoin car aider directement usage objectifs contexte classe format contexte discipline domaine tel cadre action tel doivent face objectifs niveau action tel niveau tel age enseigner,"P/T — Style, format, mots-clés, étapes GESTES PROFESSIONNELS

INCUBATEUR

Méthode de prompting PROMPT appliquée à une situation pédagogique

Cette figure présente une méthode de structuration du prompt dans un contexte pédagogique. L'acronyme PROMPT est utilisé pour organiser les informations à fournir à l'outil d'IA. Les éléments sont les suivants :

P — Identité, contexte, discipline ou domaine d'apprentissage

L'utilisateur précise son rôle et son contexte professionnel. Exemple :
« Je suis professeur de [...] dans [tel type d'établissement]. »

R — Cadre d'action, contraintes, difficultés

L'utilisateur décrit le cadre dans lequel il agit, ainsi que les contraintes ou difficultés rencontrées. Exemple :
« L'établissement ou les élèves a/ont [tel profil], doivent faire face à [telle difficulté]. »

O — Finalités, objectifs, public cible, niveau, actions visées

L'utilisateur précise les objectifs pédagogiques, le niveau des élèves et les actions attendues. Exemple :
« J'enseigne à de"
3,4,0.08595099567935696,"usage, outils, cadre, données, pédagogique, numérique, pédagogiques, établissements, utilisation, déploiement, enjeux, académique",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,2.2.1. Des outils à base d'IA qui restent subordonnés à la scénarisation pédagogique,outils base restent enseigner aujourd hui utilisation outils certains entre institution cadre outils technologiques solution certaines solution peu instruction solution terrain usage consensus personnalisation apprentissages outils assistance assistance production feedback aide outils construction production contenus aide base utilisation aider ailleurs action faut outils permettant comprendre fonctionnement outils place enseignements tel solution permettent comprendre fonctionnement classification solution permettent observer structure robot terrain toutefois large chatgpt usage pédagogique d,"2.2.1. Des outils à base d'IA qui restent subordonnés à la scénarisation pédagogique

Enseigner aujourd'hui avec l'IA, dans le respect de la réglementation, passe notamment par l'utilisation d'outils dédiés à l'éducation dont le déploiement a, pour certains d'entre eux, été soutenu par l'institution dans le cadre des P2IA ou des TNE (cf. 1.1 et 1.4. ). Le paysage des outils technologiques éducatifs s'étoffe de plus en plus de solutions basées sur l'IA. Certaines solutions semblent peu pertinentes (assimilables à des bibliothèques d'instructions génératives par exemple). Les solutions les plus prometteuses et déjà présentes sur le terrain sont celles correspondant aux usages faisant consensus, à savoir :

- -la personnalisation des apprentissages 29 , des outils utilisés par les élèves favorisant une trajectoire optimale d'apprentissage en adaptant les activités proposées aux élèves (exerciseurs basés sur l'algorithme Z PDES 30 , assistance à l'apprentissage du geste d'écriture , assist"
3,5,0.08460686432287076,"usage, outils, cadre, données, pédagogique, numérique, pédagogiques, établissements, utilisation, déploiement, enjeux, académique",france,policy_l_intelligence_artificielle_dans_les_tablissements_scolaires_sur_le_plan_administratif_et_p_dagogique,3.3.1. Une évolution des partenariats avec les EdTech,edtech nationale centre mise uvre projets logique production logique initial code source outils alors principal cadre exploitation cadre initial study factor influence university attitude usage chatgpt actuel edtech acteurs fois solution technique uniquement technologique parfois solution alors appropriation solution tant point vue moyens évolution déploiement développement état numériques stratégie déploiement modèle ministère stratégie formés déploiement durée pédagogique nécessite échelle,"3.3.1. Une évolution des partenariats avec les EdTech

en replaçant l'Éducation nationale et les collectivités au centre de la mise en œuvre. La stratégi e des futurs appels à projets évolue en ce sens en passant d'une logique de production de service à une logique de produits dont le déploiement et le maintien est dissociable du développement initial. Le code source des outils deviendrait alors le livrable principal, soit dans un cadre fermé lié à son exploitation par l'État, soit dans le cadre de la réalisation de communs numériques. En suivant cette stratégie, le développeur initial devient un partenaire naturel, mais, éventuellement, non exclusif du déploiement. 60 M. Abdaljaleel, M., Barakat, M., Alsanafi, M. et al . A multinational study on the factors influencing university students' attitudes and usage of ChatGPT . Sci Rep 14, 1983 (2024). Ces évolutions du modèle économique ont un impact structurant sur l'écosystème actuel des EdTech en privilégiant les acteurs ayant la solidi"
4,1,0.3261633258402275,"competency, design, knowledge, progression, skill, ethic, expect, ethical, mindset, social, aspect, pedagogical",unknown,policy_ai_competency_framework_for_students,5.4 Tailoring age-appropriate spiral curricular sequences,tailor curricular sequence tailor curricular sequence cfs paradigm shift aim transition fix time flexible imply complete instruction fix curricular regardless reach expect mastery flexible time fix imply flexible allow ability reach expect mastery demonstrate knowledge skill value constitute competency meet minimal standard additional framework break progression grade focus instead outcome achieve curriculum developer leverage framework component scaffold pattern aspect allow start domains difficulty match ability readiness curricular pattern space engagement set foundational knowledge encoura,"Tailoring age-appropriate spiral curricular sequences 5.4 Tailoring age-appropriate spiral curricular sequences

The AI CFS naturally entails a paradigm shift towards competency-based education. A competency-based education aims to transition from models of fixed time and flexible learning (implying completing instruction within a fixed curricular schedule regardless of whether all students have reached the expected mastery level) to more flexible time and fixed learning (implying that flexible learning schedules are allowed so that students of all abilities can reach the expected mastery level). With competencybased education, students are expected to demonstrate performance-based knowledge, skills and values that constitute the competencies, and students who do not meet these minimal standards are provided with additional support until they do (Patrick and Sturgis, 2017). This framework does not break down the progression of learning or activities by grade level, focusing instead on "
4,2,0.32291460899972413,"competency, design, knowledge, progression, skill, ethic, expect, ethical, mindset, social, aspect, pedagogical",unknown,policy_ai_competency_framework_for_students,Adapt performance scenarios to assess overt performance and latent competencies,adapt performance scenario assess performance competency design address problem nature scenario authentic task measure performance apply mindset ethical principle skill knowledge validate aspect assessment fully leverage task performance term assessment fully meet assess behaviour competency mindset ethic conceptual knowledge adaptivity practical skill creativity design objectives method assess performance adapt follow assess performance competency assessment behaviour test validation knowledge schema technique ability potentially critical thinking ethical evaluation selection serve purpose ap,"Adapt performance scenarios to assess overt performance and latent competencies

AI technology is designed to address real-world problems, and its practiceorientated nature requires the use of real-world scenarios and authentic tasks to measure students' performance in applying their mindset, ethical principles, skills and knowledge, and to psychometrically validate students' development of multiple aspects of AI. The competency-based assessment should fully leverage tasks showing students' measurable or overt behavioural performance (what they can do), which is often termed 'performancebased assessment' . However, to fully meet the needs of assessing both observable behaviours and latent competencies involving the human-centrality of mindset and ethics, transferability of conceptual knowledge, adaptivity of practical skills, and creativity in AI system design, the objectives and methods for assessing performance should be adapted as follows:

- Assess both observable performance and l"
